reaction_id,model,db,model_id,is_transp,in_pcm,ec,inChlVirid,uniprGpr,max_evid,evid_brenda,model_gpr,Solanum_lycopersicum,Nicotiana_glauca,Vigna_aconitifolia,Sorghum_bicolor,Triphysaria_versicolor,Vitis_vinifera,Castilleja_foliolosa,Pueraria_montana,Lotus_japonicus,Ipomoea_batatas,Centaurea_solstitialis,Triticum_aestivum,Nicotiana_tabacum,Chlorella_vulgaris,Apostasia_shenzhenica,Genlisea_aurea,Marchantia_polymorpha_subsp._ruderalis,Punica_granatum,Ricinus_communis,Citrus_unshiu,Saccharum_hybrid,Populus_alba_x_Populus_x,Prunus_yedoensis,Tetracentron_sinense,Cucurbita_maxima,Deinandra_increscens,Trifolium_pratense,Eriobotrya_japonica,Medicago_truncatula,Nicotiana_sylvestris,Zea_mays,Prunus_armeniaca,Musa_troglodytarum,Leucosceptrum_canum,Crocus_sativus,Prunus_salicina,Secale_cereale,Tanacetum_cinerariifolium,Handroanthus_impetiginosus,Populus_canescens,Ostreococcus_tauri,Lithospermum_erythrorhizon,Prasiola_cf_delicata,Striga_hermonthica,Physcomitrium_patens,Linum_tenue,Monoraphidium_neglectum,Carpinus_fangiana,Marchantia_polymorpha,Cucumis_sativus,Arabidopsis_thaliana,Mesostigma_viride,Rhododendron_williamsianum,Umbellularia_californica,Citrus_sinensis,Gossypium_hirsutum,Nicotiana_glutinosa,Glycine_max,Trapa_natans,Hevea_brasiliensis,Stylosanthes_scabra,Oryza_sativa,Brassica_campestris,Musa_balbisiana,Brassica_napus,Salvia_divinorum,Lolium_perenne,Solanum_commersonii,Cajanus_cajan,Prasiola_borealis,Humulus_lupulus,Panax_ginseng,Zingiber_officinale,Populus_tomentosa,Pisum_sativum,Cucumis_melo,Glycine_soja,Populus_trichocarpa,Micractinium_conductrix,Cannabis_sativa,Arabidopsis_arenosa,Chlorella_sorokiniana,Cucurbita_moschata,Cinnamomum_camphora,Tetratostichococcus_jenerensis,Populus_alba,pcm_gpr
R01056,"aragem, maize, Sobliquus, aracore, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'aragem': ['R01056_p'], 'maize': ['rxn28141_d0'], 'Sobliquus': ['rxn00777_d0'], 'aracore': ['R5PI_h'], 'panAlgae': ['NanoG0512'], 'potato': ['R5PI_h'], 'Cohadii': ['RIB5PISOM-RXN'], 'rice': ['RPIs'], 'mintzOron': ['rxn1042_p']}",False,True,['5.3.1.6'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g44520 or At3g04790'},2,True,"('aragem', 'AT1G71100 or AT2G01290 or AT3G04790')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g44520 or At3g04790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g44520 or At3g04790
R01061,"aragem, maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, potato, rice, mintzOron",kegg,"{'aragem': ['R01061_p'], 'maize': ['rxn19762_d0'], 'Sobliquus': ['rxn00781_d0'], 'poplar': ['GAPOXNPHOSPHN_RXN_p'], 'cam': ['GAPOXNPHOSPHN_RXN_p2', 'GAPOXNPHOSPHN_RXN_p1'], 'soy': ['GAPOXNPHOSPHN-RXN_p'], 'aracore': ['GAPDH2_h'], 'panAlgae': ['NanoG0437'], 'potato': ['GAPDH2_h'], 'rice': ['GAPDH1ys'], 'mintzOron': ['rxn309_p']}",False,True,"['1.2.1.12', '1.2.1.59']","[2, 0]",{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g79530 or At1g16300'},2,True,"('aragem', 'AT1G12900 or AT1G13440 or AT1G16300 or AT1G42970 or AT1G79530 or AT3G04120')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g79530 or At1g16300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g79530 or At1g16300
R01063,"aragem, maize, Sobliquus, cam, cam, soy, aracore, panAlgae, Cohadii",kegg,"{'aragem': ['R01063_p'], 'maize': ['rxn17199_d0'], 'Sobliquus': ['rxn00782_d0'], 'cam': ['1.2.1.13_RXN_p2', '1.2.1.13_RXN_p1'], 'soy': ['1.2.1.13-RXN_p'], 'aracore': ['GAPDH1_h'], 'panAlgae': ['NanoG0593'], 'Cohadii': ['1.2.1.13-RXN']}",False,True,"['1.2.1.13', '1.2.1.59']","[2, 0]",{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g12900 or At1g42970 or At3g26650'},2,True,"('maize', 'GRMZM2G337113_T01.CDS or GRMZM2G162845_T01.CDS or GRMZM2G039723_T01.CDS or GRMZM2G337113_T02.CDS or GRMZM5G845611_T01.CDS or GRMZM5G821433_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g12900 or At1g42970 or At3g26650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g12900 or At1g42970 or At3g26650
R01398,"aragem, maize, Sobliquus, poplar, cam, cam, soy, aracore, potato, rice, mintzOron",kegg,"{'aragem': ['R01398_p'], 'maize': ['rxn28051_d0'], 'Sobliquus': ['rxn01019_d0'], 'poplar': ['ORNCARBAMTRANSFER_RXN_p'], 'cam': ['ORNCARBAMTRANSFER_RXN_p2', 'ORNCARBAMTRANSFER_RXN_p1'], 'soy': ['ORNCARBAMTRANSFER-RXN_p'], 'aracore': ['OrnCMT_h'], 'potato': ['OrnCMT_h'], 'rice': ['OCTs'], 'mintzOron': ['rxn488_p']}",False,True,['2.1.3.3'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g75330'},2,False,"('aragem', 'AT1G75330')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g75330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g75330
R01512,"aragem, maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'aragem': ['R01512_p'], 'maize': ['rxn20544_d0'], 'Sobliquus': ['rxn01100_d0'], 'poplar': ['PHOSGLYPHOS_RXN_p'], 'cam': ['PHOSGLYPHOS_RXN_p1', 'PHOSGLYPHOS_RXN_p2'], 'soy': ['PHOSGLYPHOS-RXN_p'], 'aracore': ['PGAK_h'], 'panAlgae': ['NanoG0412'], 'potato': ['PGAK_h'], 'Cohadii': ['PHOSGLYPHOS-RXN'], 'rice': ['PGKs'], 'mintzOron': ['rxn512_p']}",False,True,['2.7.2.3'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g56190 or At3g12780'},2,True,"('aragem', 'AT1G56190 or AT1G79550 or AT3G12780')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g56190 or At3g12780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g56190 or At3g12780
R01518,"aragem, maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, potato, rice, mintzOron",kegg,"{'aragem': ['R01518_p'], 'maize': ['rxn18917_d0'], 'Sobliquus': ['rxn01106_d0'], 'poplar': ['3PGAREARR_RXN_p'], 'cam': ['3PGAREARR_RXN_p1', '3PGAREARR_RXN_p2'], 'soy': ['3PGAREARR-RXN_p'], 'aracore': ['PGAM_h'], 'panAlgae': ['NanoG0409'], 'potato': ['PGAM_h'], 'rice': ['PGMs'], 'mintzOron': ['rxn108_p']}",False,True,"['5.4.2.11', '5.4.2.12']","[2, 1]","{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g78050 or At1g22170', 'Striga hermonthica (Purple witchweed) (Buchnera hermonthica)': 'A0A9N7MLW4'}",2,True,"('aragem', 'AT1G09780 or AT3G08590 or AT3G50520')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A9N7MLW4,,,,,,,At1g78050 or At1g22170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g78050 or At1g22170
R01523,"aragem, maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'aragem': ['R01523_p'], 'maize': ['rxn28078_d0'], 'Sobliquus': ['rxn01111_d0'], 'poplar': ['PHOSPHORIBULOKINASE_RXN_p'], 'cam': ['PHOSPHORIBULOKINASE_RXN_p1', 'PHOSPHORIBULOKINASE_RXN_p2'], 'soy': ['PHOSPHORIBULOKINASE-RXN_p'], 'aracore': ['Ru5PK_h'], 'panAlgae': ['NanoG0588'], 'potato': ['Ru5PK_h'], 'Cohadii': ['PHOSPHORIBULOKINASE-RXN'], 'rice': ['PRUKs'], 'mintzOron': ['rxn519_p']}",False,True,['2.7.1.19'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g32060'},2,True,"('aragem', 'AT1G32060')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g32060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g32060
R01528,"aragem, maize, Sobliquus, aracore, panAlgae, potato, potato, rice, mintzOron, mintzOron",kegg,"{'aragem': ['R01528_p'], 'maize': ['rxn27624_d0'], 'Sobliquus': ['rxn01115_d0'], 'aracore': ['6PGDHNADP_h'], 'panAlgae': ['NanoG0526'], 'potato': ['6PGDHNADP_h', '6PGDHNAD_h'], 'rice': ['GNDs'], 'mintzOron': ['rxn126_p', 'rxn127_p']}",False,True,"['1.1.1.44', '1.1.1.351']","[2, 0]","{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g41670 or At1g64190', 'Oryza sativa subsp. japonica (Rice)': 'Os11g0484500 LOC_Os11g29400'}",2,True,"('aragem', 'AT1G64190 or AT3G02360 or AT5G41670')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g41670 or At1g64190,,,,,,,,,,,Os11g0484500,,,,,,,,,,,,,,,,,,,,,,,,,At5g41670 or At1g64190
R01529,"aragem, maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'aragem': ['R01529_p'], 'maize': ['rxn28146_d0'], 'Sobliquus': ['rxn01116_d0'], 'poplar': ['RIBULP3EPIM_RXN_p'], 'cam': ['RIBULP3EPIM_RXN_p1', 'RIBULP3EPIM_RXN_p2'], 'soy': ['RIBULP3EPIM-RXN_p'], 'aracore': ['Ru5PE_h'], 'panAlgae': ['NanoG0514'], 'potato': ['Ru5PE_h'], 'Cohadii': ['RIBULP3EPIM-RXN'], 'rice': ['RPEs'], 'mintzOron': ['rxn1051_p']}",False,True,['5.1.3.1'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g61410', 'Oryza sativa subsp. japonica (Rice)': 'Os03g0169100 LOC_Os03g07300'}",2,True,"('aragem', 'AT1G63290 or AT3G01850 or AT5G61410')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g61410,,,,,,,,,,,Os03g0169100,,,,,,,,,,,,,,,,,,,,,,,,,At5g61410
R01626,"aragem, aracore, panAlgae, potato, rice",kegg,"{'aragem': ['R01626_p'], 'aracore': ['ACPM_h'], 'panAlgae': ['NanoG0704'], 'potato': ['ACPM_h'], 'rice': ['MCOATAs']}",False,True,"['2.3.1.39', '2.3.1.85', '2.3.1.86']","[1, 0, 0]",{'Chlorella sorokiniana (Freshwater green alga)': 'A0A2P6U556'},1,True,"('aracore', 'AT2G30200')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2P6U556,,,,,A0A2P6U556
R01827,"aragem, maize, Sobliquus, poplar, cam, cam, soy, aracore, potato, rice, mintzOron",kegg,"{'aragem': ['R01827_p'], 'maize': ['rxn29919_d0'], 'Sobliquus': ['rxn29919_d0'], 'poplar': ['TRANSALDOL_RXN_p'], 'cam': ['TRANSALDOL_RXN_p2', 'TRANSALDOL_RXN_p1'], 'soy': ['TRANSALDOL-RXN_p'], 'aracore': ['TA_h'], 'potato': ['TA_h'], 'rice': ['TALAs'], 'mintzOron': ['rxn1578_p']}",False,True,['2.2.1.2'],[0],{},0,True,"('aragem', 'AT1G12230 or AT5G13420')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R08575,"aragem, maize, Sobliquus, poplar, cam, cam, soy, aracore, potato, rice, mintzOron",kegg,"{'aragem': ['R01827_p'], 'maize': ['rxn29919_d0'], 'Sobliquus': ['rxn29919_d0'], 'poplar': ['TRANSALDOL_RXN_p'], 'cam': ['TRANSALDOL_RXN_p2', 'TRANSALDOL_RXN_p1'], 'soy': ['TRANSALDOL-RXN_p'], 'aracore': ['TA_h'], 'potato': ['TA_h'], 'rice': ['TALAs'], 'mintzOron': ['rxn1578_p']}",False,True,['2.2.1.2'],[0],{},0,True,"('aragem', 'AT1G12230 or AT5G13420')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R01829,"aragem, maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'aragem': ['R01829_p'], 'maize': ['rxn28981_d0'], 'Sobliquus': ['rxn01334_d0'], 'poplar': ['SEDOBISALDOL_RXN_p'], 'cam': ['SEDOBISALDOL_RXN_p2', 'SEDOBISALDOL_RXN_p1'], 'soy': ['SEDOBISALDOL-RXN_p'], 'aracore': ['SBPA_h'], 'panAlgae': ['NanoG0590'], 'potato': ['SBPA_h'], 'Cohadii': ['SEDOBISALDOL-RXN'], 'rice': ['FBA3s'], 'mintzOron': ['rxn1529_p']}",False,True,['4.1.2.13'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g38970 or At2g01140 or At2g21330', 'Oryza sativa subsp. japonica (Rice)': 'Os11g0171300 LOC_Os11g07020'}",2,True,"('aragem', 'AT2G01140 or AT2G21330 or AT2G36460 or AT3G52930 or AT4G26520 or AT4G26530 or AT4G38970 or AT5G03690')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g38970 or At2g01140 or At2g21330,,,,,,,,,,,Os11g0171300,,,,,,,,,,,,,,,,,,,,,,,,,At4g38970 or At2g01140 or At2g21330
R01067,"aragem, maize, maize, Sobliquus, poplar, cam, cam, soy, aracore, potato, Cohadii, rice, mintzOron, mintzOron",kegg,"{'aragem': ['R01830_p'], 'maize': ['rxn27536_d0', 'rxn31366_d0'], 'Sobliquus': ['rxn15271_d0'], 'poplar': ['2TRANSKETO_RXN_p'], 'cam': ['2TRANSKETO_RXN_p2', '2TRANSKETO_RXN_p1'], 'soy': ['2TRANSKETO-RXN_p'], 'aracore': ['FTK_h'], 'potato': ['FTK_h'], 'Cohadii': ['2TRANSKETO-RXN'], 'rice': ['TKT2s'], 'mintzOron': ['rxn670_p', 'rxn85_p']}",False,True,['2.2.1.1'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g60750 or At2g45290'},2,True,"('aragem', 'AT2G45290 or AT3G60750')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g60750 or At2g45290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g60750 or At2g45290
R01830,"aragem, maize, maize, Sobliquus, poplar, cam, cam, soy, aracore, potato, Cohadii, rice, mintzOron, mintzOron",kegg,"{'aragem': ['R01830_p'], 'maize': ['rxn27536_d0', 'rxn31366_d0'], 'Sobliquus': ['rxn15271_d0'], 'poplar': ['2TRANSKETO_RXN_p'], 'cam': ['2TRANSKETO_RXN_p2', '2TRANSKETO_RXN_p1'], 'soy': ['2TRANSKETO-RXN_p'], 'aracore': ['FTK_h'], 'potato': ['FTK_h'], 'Cohadii': ['2TRANSKETO-RXN'], 'rice': ['TKT2s'], 'mintzOron': ['rxn670_p', 'rxn85_p']}",False,True,['2.2.1.1'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g60750 or At2g45290'},2,True,"('aragem', 'AT2G45290 or AT3G60750')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g60750 or At2g45290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g60750 or At2g45290
R01845,"aragem, maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'aragem': ['R01845_p'], 'maize': ['rxn28982_d0'], 'Sobliquus': ['rxn01345_d0'], 'poplar': ['SEDOHEPTULOSE_BISPHOSPHATASE_RXN_p'], 'cam': ['SEDOHEPTULOSE_BISPHOSPHATASE_RXN_p1', 'SEDOHEPTULOSE_BISPHOSPHATASE_RXN_p2'], 'soy': ['SEDOHEPTULOSE-BISPHOSPHATASE-RXN_p'], 'aracore': ['SBPase_h'], 'panAlgae': ['NanoG0587'], 'potato': ['SBPase_h'], 'Cohadii': ['SEDOHEPTULOSE-BISPHOSPHATASE-RXN'], 'rice': ['SBPs'], 'mintzOron': ['rxn1530_p']}",False,True,"['3.1.3.11', '3.1.3.37']","[2, 2]","{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g54050 or At3g55800', 'Oryza sativa subsp. japonica (Rice)': 'Os03g0267300 LOC_Os03g16050'}",2,True,"('aragem', 'AT1G43670 or AT3G54050')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g54050 or At3g55800,,,,,,,,,,,Os03g0267300,,,,,,,,,,,,,,,,,,,,,,,,,At3g54050 or At3g55800
R02035,"aragem, maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, potato, Cohadii, rice",kegg,"{'aragem': ['R02035_p'], 'maize': ['rxn19017_d0'], 'Sobliquus': ['rxn01476_d0'], 'poplar': ['6PGLUCONOLACT_RXN_p'], 'cam': ['6PGLUCONOLACT_RXN_p1', '6PGLUCONOLACT_RXN_p2'], 'soy': ['6PGLUCONOLACT-RXN_p'], 'aracore': ['6PGL_h'], 'panAlgae': ['NanoG0523'], 'potato': ['6PGL_h'], 'Cohadii': ['6PGLUCONOLACT-RXN'], 'rice': ['PGLs']}",False,True,['3.1.1.31'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g24400', 'Oryza sativa subsp. japonica (Rice)': 'Os09g0529100 LOC_Os09g35970 or Os08g0547100 LOC_Os08g43370'}",2,True,"('aragem', 'AT1G13700 or AT3G49360 or AT5G24400 or AT5G24410 or AT5G24420')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g24400,,,,,,,,,,,Os09g0529100 or Os08g0547100,,,,,,,,,,,,,,,,,,,,,,,,,At5g24400
R02736,"aragem, maize, Sobliquus, panAlgae, rice, mintzOron",kegg,"{'aragem': ['R02736_p'], 'maize': ['rxn27877_d0'], 'Sobliquus': ['rxn01975_d0'], 'panAlgae': ['NanoG0522'], 'rice': ['G6PDHs'], 'mintzOron': ['rxn318_p']}",False,True,"['1.1.1.49', '1.1.1.363']","[2, 0]",{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g13110 or At5g35790 or At1g24280'},2,True,"('aragem', 'AT1G09420 or AT1G24280 or AT3G27300 or AT5G13110 or AT5G35790 or AT5G40760')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g13110 or At5g35790 or At1g24280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g13110 or At5g35790 or At1g24280
R02739,"aragem, maize, poplar, rice, mintzOron",kegg,"{'aragem': ['R02739_p'], 'maize': ['rxn31240_d0'], 'poplar': ['GLUCOSE_6_PHOSPHATE_1_EPIMERASE_RXN_p'], 'rice': ['G6PEs'], 'mintzOron': ['rxn324_p']}",False,True,"['5.1.3.15', '5.3.1.9']","[1, 2]","{'Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)': 'A0A8S2AUV0', 'Marchantia polymorpha subsp. ruderalis': 'A0A176W104', 'Arabidopsis thaliana (Mouse-ear cress)': 'At4g24620'}",2,True,"('maize', 'GRMZM2G140614_T01.CDS')",,,,,,,,,,,,,,,,,A0A176W104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g24620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A8S2AUV0,,,,,,At4g24620
R02740,"aragem, maize, Sobliquus, poplar, cam, cam, soy, rice, rice, mintzOron",kegg,"{'aragem': ['R02740_p'], 'maize': ['rxn24133_d0'], 'Sobliquus': ['rxn15364_d0'], 'poplar': ['PGLUCISOM_RXN_p'], 'cam': ['PGLUCISOM_RXN_p1', 'PGLUCISOM_RXN_p2'], 'soy': ['PGLUCISOM-RXN_p'], 'rice': ['PGI2s', 'PGI1s'], 'mintzOron': ['rxn1196_p']}",False,True,['5.3.1.9'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g24620'},2,True,"('aragem', 'AT4G24620 or AT5G42740')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g24620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g24620
R13199,"aragem, maize, Sobliquus, poplar, cam, cam, soy, rice, rice, mintzOron",kegg,"{'aragem': ['R02740_p'], 'maize': ['rxn24133_d0'], 'Sobliquus': ['rxn15364_d0'], 'poplar': ['PGLUCISOM_RXN_p'], 'cam': ['PGLUCISOM_RXN_p1', 'PGLUCISOM_RXN_p2'], 'soy': ['PGLUCISOM-RXN_p'], 'rice': ['PGI2s', 'PGI1s'], 'mintzOron': ['rxn1196_p']}",False,True,['5.3.1.9'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g24620'},2,True,"('aragem', 'AT4G24620 or AT5G42740')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g24620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g24620
R03140,"aragem, maize, Sobliquus, soy, aracore, panAlgae, potato, mintzOron, mintzOron",kegg,"{'aragem': ['R03140_p'], 'maize': ['rxn25701_d0'], 'Sobliquus': ['rxn02251_d0'], 'soy': ['RXN-961_p'], 'aracore': ['RBO_h'], 'panAlgae': ['NanoG0460'], 'potato': ['RBO_h'], 'mintzOron': ['rxn1395_p', 'rxn211_p']}",False,True,['4.1.1.39'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'AtCg00490', 'Cucumis sativus (Cucumber)': 'CsCp048', 'Oryza sativa subsp. japonica (Rice)': 'LOC_Osp1g00420'}",2,True,"('aragem', 'ARTHCP030 or AT1G67090 or AT5G38410 or AT5G38420 or AT5G38430')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CsCp048,AtCg00490,,,,,,,,,,,LOC_Osp1g00420,,,,,,,,,,,,,,,,,,,,,,,,,AtCg00490
R04429,"aragem, panAlgae, potato",kegg,"{'aragem': ['R04429_p'], 'panAlgae': ['NanoG0736'], 'potato': ['ENR_NADH_h1']}",False,True,"['1.3.1.9', '2.3.1.-']","[2, 2]","{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g30580 or At1g24040 or At1g72030 or At1g32070 or At4g28030 or At2g39000 or At1g26220 or At2g06025 or At2g05990', 'Oryza sativa subsp. japonica (Rice)': 'Os08g0327400 LOC_Os08g23810 or Os09g0277800 LOC_Os09g10600'}",2,True,"('panAlgae', 'Naga_100001g171 or Naga_101525g2 or Naga_101053g1')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g30580 or At1g24040 or At1g72030 or At1g32070 or At4g28030 or At2g39000 or At1g26220 or At2g06025 or At2g05990,,,,,,,,,,,Os08g0327400 or Os09g0277800,,,,,,,,,,,,,,,,,,,,,,,,,At4g30580 or At1g24040 or At1g72030 or At1g32070 or At4g28030 or At2g39000 or At1g26220 or At2g06025 or At2g05990
R04533,"aragem, maize, panAlgae, potato, rice",kegg,"{'aragem': ['R04533_p'], 'maize': ['rxn31254_d0'], 'panAlgae': ['NanoG0688'], 'potato': ['KAR_h1'], 'rice': ['3OAR40s']}",False,True,"['1.1.1.100', '2.3.1.85', '2.3.1.86']","[2, 0, 0]",{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g24360'},2,True,"('maize', 'GRMZM2G099696_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g24360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g24360
R04534,"aragem, panAlgae, potato, Cohadii, rice",kegg,"{'aragem': ['R04534_p'], 'panAlgae': ['NanoG0694'], 'potato': ['KAR_h4'], 'Cohadii': ['RXN-9528'], 'rice': ['3OAR100s']}",False,True,"['1.1.1.100', '2.3.1.85', '2.3.1.86']","[2, 0, 0]",{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g24360'},2,True,"('panAlgae', 'Naga_100024g16 or Naga_100034g29 or Naga_100144g2 or Naga_100037g12 or Naga_100005g136 or Naga_100265g3 or Naga_100148g2 or Naga_100016g70 or Naga_100966g2 or Naga_102202g1 or Naga_102381g1')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g24360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g24360
R04536,"aragem, panAlgae, potato, Cohadii, rice",kegg,"{'aragem': ['R04536_p'], 'panAlgae': ['NanoG0692'], 'potato': ['KAR_h3'], 'Cohadii': ['RXN-9524'], 'rice': ['3OAR80s']}",False,True,"['1.1.1.100', '2.3.1.85', '2.3.1.86']","[2, 0, 0]",{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g24360'},2,True,"('panAlgae', 'Naga_100024g16 or Naga_100034g29 or Naga_100144g2 or Naga_100037g12 or Naga_100005g136 or Naga_100265g3 or Naga_100148g2 or Naga_100016g70 or Naga_100966g2 or Naga_102202g1 or Naga_102381g1')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g24360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g24360
